ID,NationalDex,Name,HP,Atk,Def,SpA,SpD,Spe,Total,Type1,Type2,Tier,Ability1,Ability2,HiddenAbility,Mass,LK/GK,EVYield,EXPV,Color,Hatch,Gender,EggGroup1,EggGroup2,Catch,EXP,Evolve,EvolveNum,HasForms,IsForm,IsDefaultForm,IsAlolanForm,IsGalarianForm,IsGalarianEvolution,EvolvesFromRegionalForm,JohtoDex,HoennDex,SinnohDex,UnovaDex,KalosDex,AlolaDex,GalarDex,IsleOfArmorDex,CrownTundraDex,PrevEvolution,NextEvolution,IsGalar
649,525,Boldore,70,105,105,50,40,20,390,Rock,,,Sturdy,Weak Armor,Sand Force,102 kG,100,1 Atk/1 Def,137,Blue,3840,Neutral,Mineral,,120,1059860,Lv. 25,1,False,False,True,False,False,False,False,-1,-1,-1,31,-1,99,169,155,-1,Roggenrola,Gigalith,False
650,526,Gigalith,85,135,130,60,80,25,515,Rock,,,Sturdy,Sand Stream,Sand Force,260 kG,120,3 Atk,258,Blue,3840,Neutral,Mineral,,45,1059860,Trade,,False,False,True,False,False,False,False,-1,-1,-1,32,-1,100,170,156,-1,Boldore,,False
651,527,Woobat,65,45,43,55,43,72,323,Psychic,Flying,,Unaware,Klutz,Simple,2.1 kG,20,1 Spe,65,Blue,3840,Neutral,Flying,Field,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,33,-1,-1,174,151,-1,,Swoobat,False
652,528,Swoobat,67,57,55,77,55,114,425,Psychic,Flying,,Unaware,Klutz,Simple,10.5 kG,40,2 Spe,149,Blue,3840,Neutral,Flying,Field,45,1000000,Friendship,,False,False,True,False,False,False,False,-1,-1,-1,34,-1,-1,175,152,-1,Woobat,,False
653,529,Drilbur,60,85,40,30,45,68,328,Ground,,,Sand Rush,Sand Force,Mold Breaker,8.5 kG,20,1 Atk,66,Gray,5120,Neutral,Field,,120,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,35,-1,-1,166,-1,-1,,Excadrill,False
654,530,Excadrill,110,135,60,50,65,88,508,Ground,Steel,,Sand Rush,Sand Force,Mold Breaker,40.4 kG,60,2 Atk,178,Gray,5120,Neutral,Field,,60,1000000,Lv. 31,,False,False,True,False,False,False,False,-1,-1,-1,36,-1,-1,167,-1,-1,Drilbur,,False
655,531,Audino,103,60,86,60,86,50,445,Normal,,,Healer,Regenerator,Klutz,31 kG,60,2 HP,390,Pink,5120,Neutral,Fairy,,255,800000,,,True,False,True,False,False,False,False,-1,-1,-1,37,123,-1,-1,-1,21,,,False
656,531,Audino (Mega),103,60,126,80,126,50,545,Normal,Fairy,,Healer,None,,32 kG,60,2 HP,425,Pink,5120,Neutral,Fairy,,255,800000,,,True,True,False,False,False,False,False,-1,-1,-1,37,123,-1,-1,-1,21,,,False
657,532,Timburr,75,80,55,25,35,35,305,Fighting,,,Guts,Sheer Force,Iron Fist,12.5 kG,40,1 Atk,61,Gray,5120,M (75%),Human-like,,180,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,38,-1,-1,171,-1,57,,Gurdurr,False
658,533,Gurdurr,85,105,85,40,50,40,405,Fighting,,,Guts,Sheer Force,Iron Fist,40 kG,60,2 Atk,142,Gray,5120,M (75%),Human-like,,90,1059860,Lv. 25,1,False,False,True,False,False,False,False,-1,-1,-1,39,-1,-1,172,-1,58,Timburr,Conkeldurr,False
659,534,Conkeldurr,105,140,95,55,65,45,505,Fighting,,,Guts,Sheer Force,Iron Fist,87 kG,80,3 Atk,253,Brown,5120,M (75%),Human-like,,45,1059860,Trade,,False,False,True,False,False,False,False,-1,-1,-1,40,-1,-1,173,-1,59,Gurdurr,,False
660,535,Tympole,50,50,40,50,40,64,294,Water,,,Swift Swim,Hydration,Water Absorb,4.5 kG,20,1 Spe,59,Blue,5120,Neutral,Water1,,255,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,41,-1,-1,132,-1,-1,,Palpitoad,False
661,536,Palpitoad,75,65,55,65,55,69,384,Water,Ground,,Swift Swim,Hydration,Water Absorb,17 kG,40,2 HP,134,Blue,5120,Neutral,Water1,,120,1059860,Lv. 25,1,False,False,True,False,False,False,False,-1,-1,-1,42,-1,-1,133,-1,-1,Tympole,Seismitoad,False
662,537,Seismitoad,105,95,75,85,75,74,509,Water,Ground,,Swift Swim,Poison Touch,Water Absorb,62 kG,80,3 HP,255,Blue,5120,Neutral,Water1,,45,1059860,Lv. 36,,False,False,True,False,False,False,False,-1,-1,-1,43,-1,-1,134,-1,-1,Palpitoad,,False
663,538,Throh,120,100,85,30,85,45,465,Fighting,,,Guts,Inner Focus,Mold Breaker,55.5 kG,80,2 HP,163,Red,5120,M (100%),Human-like,,45,1000000,,,False,False,True,False,False,False,False,-1,-1,-1,44,-1,-1,248,-1,-1,,,False
664,539,Sawk,75,125,75,30,75,85,465,Fighting,,,Sturdy,Inner Focus,Mold Breaker,51 kG,80,2 Atk,163,Blue,5120,M (100%),Human-like,,45,1000000,,,False,False,True,False,False,False,False,-1,-1,-1,45,-1,-1,249,-1,-1,,,False
665,540,Sewaddle,45,53,70,40,60,42,310,Bug,Grass,,Swarm,Chlorophyll,Overcoat,2.5 kG,20,1 Def,62,Yellow,3840,Neutral,Bug,,255,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,46,-1,-1,-1,-1,-1,,Swadloon,False
666,541,Swadloon,55,63,90,50,80,42,380,Bug,Grass,,Leaf Guard,Chlorophyll,Overcoat,7.3 kG,20,2 Def,133,Green,3840,Neutral,Bug,,120,1059860,Lv. 20,1,False,False,True,False,False,False,False,-1,-1,-1,47,-1,-1,-1,-1,-1,Sewaddle,Leavanny,False
667,542,Leavanny,75,103,80,70,80,92,500,Bug,Grass,,Swarm,Chlorophyll,Overcoat,20.5 kG,40,3 Atk,225,Yellow,3840,Neutral,Bug,,45,1059860,Friendship,,False,False,True,False,False,False,False,-1,-1,-1,48,-1,-1,-1,-1,-1,Swadloon,,False
668,543,Venipede,30,45,59,30,39,57,260,Bug,Poison,,Poison Point,Swarm,Speed Boost,5.3 kG,20,1 Def,52,Red,3840,Neutral,Bug,,255,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,49,120,-1,-1,74,-1,,Whirlipede,False
669,544,Whirlipede,40,55,99,40,79,47,360,Bug,Poison,,Poison Point,Swarm,Speed Boost,58.5 kG,80,2 Def,126,Gray,3840,Neutral,Bug,,120,1059860,Lv. 22,1,False,False,True,False,False,False,False,-1,-1,-1,50,121,-1,-1,75,-1,Venipede,Scolipede,False
670,545,Scolipede,60,100,89,55,69,112,485,Bug,Poison,,Poison Point,Swarm,Speed Boost,200.5 kG,120,3 Spe,243,Red,5120,Neutral,Bug,,45,1059860,Lv. 30,,False,False,True,False,False,False,False,-1,-1,-1,51,122,-1,-1,76,-1,Whirlipede,,False
671,546,Cottonee,40,27,60,37,50,66,280,Grass,Fairy,,Prankster,Infiltrator,Chlorophyll,0.6 kG,20,1 Spe,56,Green,5120,Neutral,Fairy,Grass,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,52,-1,87,262,-1,168,,Whimsicott,False
672,547,Whimsicott,60,67,85,77,75,116,480,Grass,Fairy,,Prankster,Infiltrator,Chlorophyll,6.6 kG,20,2 Spe,168,Green,5120,Neutral,Fairy,Grass,75,1000000,Sun Stone,,False,False,True,False,False,False,False,-1,-1,-1,53,-1,88,263,-1,169,Cottonee,,False
673,548,Petilil,45,35,50,70,50,30,280,Grass,,,Chlorophyll,Own Tempo,Leaf Guard,6.6 kG,20,1 SpA,56,Green,5120,F (100%)),Grass,,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,54,-1,85,-1,201,-1,,Lilligant,False
674,549,Lilligant,70,60,75,110,75,90,480,Grass,,,Chlorophyll,Own Tempo,Leaf Guard,16.3 kG,40,2 SpA,168,Green,5120,F (100%)),Grass,,75,1000000,Sun Stone,,False,False,True,False,False,False,False,-1,-1,-1,55,-1,86,-1,202,-1,Petilil,,False
675,550,Basculin (Red-Striped),70,92,65,80,55,98,460,Water,,,Reckless,Adaptability,Mold Breaker,18 kG,40,2 Spe,161,Green,10240,Neutral,Water2,,25,1000000,,,True,True,True,False,False,False,False,-1,-1,-1,56,-1,-1,154,-1,64,,,False
676,550,Basculin (Blue-Striped),70,92,65,80,55,98,460,Water,,,Rock Head,Adaptability,Mold Breaker,18 kG,40,2 Spe,161,Green,10240,Neutral,Water2,,25,1000000,,,True,True,False,False,False,False,False,-1,-1,-1,56,-1,-1,154,-1,64,,,False
677,551,Sandile,50,72,35,35,35,65,292,Ground,Dark,,Intimidate,Moxie,Anger Point,15.2 kG,40,1 Atk,58,Brown,5120,Neutral,Field,,180,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,57,-1,232,-1,176,-1,,Krokorok,False
678,552,Krokorok,60,82,45,45,45,74,351,Ground,Dark,,Intimidate,Moxie,Anger Point,33.4 kG,60,2 Atk,123,Brown,5120,Neutral,Field,,90,1059860,Lv. 29,1,False,False,True,False,False,False,False,-1,-1,-1,58,-1,233,-1,177,-1,Sandile,Krookodile,False
679,553,Krookodile,95,117,80,65,70,92,519,Ground,Dark,,Intimidate,Moxie,Anger Point,96.3 kG,80,3 Atk,260,Red,5120,Neutral,Field,,45,1059860,Lv. 40,,False,False,True,False,False,False,False,-1,-1,-1,59,-1,234,-1,178,-1,Krokorok,,False
680,554,Darumaka,70,90,45,15,45,50,315,Fire,,,Hustle,None,Inner Focus,37.5 kG,60,1 Atk,63,Red,5120,Neutral,Field,,120,1059860,,1,True,False,True,False,False,False,False,-1,-1,-1,60,-1,-1,367,-1,103,,"Darmanitan,Darmanitan (Zen)",False
681,554,Darumaka (Galar),70,90,45,15,45,50,315,Ice,,,Hustle,None,Inner Focus,40 kG,60,1 Atk,63,Red,5120,Neutral,Field,,120,1059860,,1,True,True,False,False,True,False,False,-1,-1,-1,60,-1,-1,367,-1,103,,"Darmanitan (Galar),Darmanitan (Galar-Zen)",True
682,555,Darmanitan,105,140,55,30,55,95,480,Fire,,,Sheer Force,None,Zen Mode,92.9 kG,80,2 Atk,168,Red,5120,Neutral,Field,,60,1059860,Lv. 35,,True,False,True,False,False,False,False,-1,-1,-1,61,-1,-1,368,-1,104,Darumaka,,False
683,555,Darmanitan (Zen),105,30,105,140,105,55,540,Fire,Psychic,,Sheer Force,None,Zen Mode,92.9 kG,80,2 SpA,189,Red,5120,Neutral,Field,,60,1059860,Lv. 35,,True,True,False,False,False,False,False,-1,-1,-1,61,-1,-1,368,-1,104,Darumaka,,False
684,555,Darmanitan (Galar),105,140,55,30,55,95,480,Ice,,,Gorilla Tactics,None,Zen Mode,120 kG,100,2 Atk,168,Red,5120,Neutral,Field,,60,1059860,Lv. 35,,True,True,False,False,True,False,True,-1,-1,-1,61,-1,-1,368,-1,104,Darumaka (Galar),,True
685,555,Darmanitan (Galar-Zen),105,160,55,30,55,135,540,Ice,Fire,,Gorilla Tactics,None,Zen Mode,120 kG,100,2 SpA,189,Red,5120,Neutral,Field,,60,1059860,Lv. 35,,True,True,False,False,True,False,True,-1,-1,-1,61,-1,-1,368,-1,104,Darumaka (Galar),,True
686,556,Maractus,75,86,67,106,67,60,461,Grass,,,Water Absorb,Chlorophyll,Storm Drain,28 kG,60,2 SpA,161,Green,5120,Neutral,Grass,,255,1000000,,,False,False,True,False,False,False,False,-1,-1,-1,62,-1,-1,296,-1,-1,,,False
687,557,Dwebble,50,65,85,35,35,55,325,Bug,Rock,,Sturdy,Shell Armor,Weak Armor,14.5 kG,40,1 Def,65,Red,5120,Neutral,Bug,Mineral,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,63,-1,-1,86,122,-1,,Crustle,False
688,558,Crustle,70,105,125,65,75,45,485,Bug,Rock,,Sturdy,Shell Armor,Weak Armor,200 kG,100,2 Def,170,Red,5120,Neutral,Bug,Mineral,75,1000000,Lv. 34,,False,False,True,False,False,False,False,-1,-1,-1,64,-1,-1,87,123,-1,Dwebble,,False
689,559,Scraggy,50,75,70,35,70,48,348,Dark,Fighting,,Shed Skin,Moxie,Intimidate,11.8 kG,40,1 Atk,70,Yellow,3840,Neutral,Field,Dragon,180,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,65,100,-1,224,161,-1,,Scrafty,False
690,560,Scrafty,65,90,115,45,115,58,488,Dark,Fighting,,Shed Skin,Moxie,Intimidate,30 kG,60,1 Def/1 SpD,171,Red,3840,Neutral,Field,Dragon,90,1000000,Lv. 39,,False,False,True,False,False,False,False,-1,-1,-1,66,101,-1,225,162,-1,Scraggy,,False
691,561,Sigilyph,72,58,80,103,80,97,490,Psychic,Flying,,Wonder Skin,Magic Guard,Tinted Lens,14 kG,40,2 SpA,172,Black,5120,Neutral,Flying,,45,1000000,,,False,False,True,False,False,False,False,-1,-1,-1,67,-1,-1,297,-1,-1,,,False
692,562,Yamask,38,30,85,55,65,30,303,Ghost,,,Mummy,None,,1.5 kG,20,1 Def,61,Black,6400,Neutral,Mineral,Amorphous,190,1000000,,1,True,False,True,False,False,False,False,-1,-1,-1,68,-1,-1,327,-1,-1,,Cofagrigus,False
693,562,Yamask (Galar),38,55,85,30,65,30,303,Ground,Ghost,,Wandering Spirit,None,,1.5 kG,20,1 Def,61,Black,6400,Neutral,Mineral,Amorphous,190,1000000,,1,True,True,False,False,True,False,False,-1,-1,-1,68,-1,-1,327,-1,-1,,Runerigus,True
694,563,Cofagrigus,58,50,145,95,105,30,483,Ghost,,,Mummy,None,,76.5 kG,80,2 Def,169,Yellow,6400,Neutral,Mineral,Amorphous,90,1000000,Lv. 34,,False,False,True,False,False,False,False,-1,-1,-1,69,-1,-1,329,-1,-1,Yamask,,False
695,564,Tirtouga,54,78,103,53,45,22,355,Water,Rock,,Solid Rock,Sturdy,Swift Swim,16.5 kG,40,1 Def,71,Blue,7680,M (87.5%),Water1,Water3,45,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,70,-1,194,-1,-1,147,,Carracosta,False
696,565,Carracosta,74,108,133,83,65,32,495,Water,Rock,,Solid Rock,Sturdy,Swift Swim,81 kG,80,2 Def,173,Blue,7680,M (87.5%),Water1,Water3,45,1000000,Lv. 37,,False,False,True,False,False,False,False,-1,-1,-1,71,-1,195,-1,-1,148,Tirtouga,,False
697,566,Archen,55,112,45,74,45,70,401,Rock,Flying,,Defeatist,None,,9.5 kG,20,1 Atk,71,Yellow,7680,M (87.5%),Flying,Water3,45,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,72,-1,192,-1,-1,149,,Archeops,False
698,567,Archeops,75,140,65,112,65,110,567,Rock,Flying,,Defeatist,None,,32 kG,60,2 Atk,177,Yellow,7680,M (87.5%),Flying,Water3,45,1000000,Lv. 37,,False,False,True,False,False,False,False,-1,-1,-1,73,-1,193,-1,-1,150,Archen,,False
699,568,Trubbish,50,50,62,40,62,65,329,Poison,,,Stench,Sticky Hold,Aftermath,31 kG,60,1 Spe,66,Green,5120,Neutral,Mineral,,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,74,-1,206,157,-1,-1,,"Garbodor,Garbodor (Gmax)",False
700,569,Garbodor,80,95,82,60,82,75,474,Poison,,,Stench,Weak Armor,Aftermath,107.3 kG,100,2 Atk,166,Green,5120,Neutral,Mineral,,60,1000000,Lv. 36,,True,False,True,False,False,False,False,-1,-1,-1,75,-1,207,158,-1,-1,Trubbish,,False
701,569,Garbodor (Gmax),80,95,82,60,82,75,474,Poison,,,Stench,Weak Armor,Aftermath,1000 kG,120,2 Atk,166,Green,5120,Neutral,Mineral,,60,1000000,Lv. 36,,True,True,False,False,False,False,False,-1,-1,-1,75,-1,207,158,-1,-1,Trubbish,,False
702,570,Zorua,40,65,40,80,40,65,330,Dark,,,Illusion,None,,12.5 kG,40,1 SpA,66,Gray,6400,M (87.5%),Field,,75,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,76,-1,-1,-1,87,-1,,Zoroark,False
703,571,Zoroark,60,105,60,120,60,105,510,Dark,,,Illusion,None,,81.1 kG,80,2 SpA,179,Gray,5120,M (87.5%),Field,,45,1059860,Lv. 30,,False,False,True,False,False,False,False,-1,-1,-1,77,-1,-1,-1,88,-1,Zorua,,False
704,572,Minccino,55,50,40,40,40,75,300,Normal,,,Cute Charm,Technician,Skill Link,5.8 kG,20,1 Spe,60,Gray,3840,F (75%)),Field,,255,800000,,1,False,False,True,False,False,False,False,-1,-1,-1,78,-1,-1,50,-1,-1,,Cinccino,False
705,573,Cinccino,75,95,60,65,60,115,470,Normal,,,Cute Charm,Technician,Skill Link,7.5 kG,20,2 Spe,165,Gray,3840,F (75%)),Field,,60,800000,Shiny Stone,,False,False,True,False,False,False,False,-1,-1,-1,79,-1,-1,51,-1,-1,Minccino,,False
706,574,Gothita,45,30,50,55,65,45,290,Psychic,,,Frisk,Competitive,Shadow Tag,5.8 kG,20,1 SpD,58,Purple,5120,F (75%)),Human-like,,200,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,80,-1,-1,267,-1,51,,Gothorita,False
707,575,Gothorita,60,45,70,75,85,55,390,Psychic,,,Frisk,Competitive,Shadow Tag,18 kG,40,2 SpD,137,Purple,5120,F (75%)),Human-like,,100,1059860,Lv. 32,1,False,False,True,False,False,False,False,-1,-1,-1,81,-1,-1,268,-1,52,Gothita,Gothitelle,False
708,576,Gothitelle,70,55,95,95,110,65,490,Psychic,,,Frisk,Competitive,Shadow Tag,44 kG,60,3 SpD,245,Purple,5120,F (75%)),Human-like,,50,1059860,Lv. 41,,False,False,True,False,False,False,False,-1,-1,-1,82,-1,-1,269,-1,53,Gothorita,,False
709,577,Solosis,45,30,40,105,50,20,290,Psychic,,,Overcoat,Magic Guard,Regenerator,1 kG,20,1 SpA,58,Green,5120,Neutral,Amorphous,,200,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,83,-1,-1,270,-1,54,,Duosion,False
710,578,Duosion,65,40,50,125,60,30,370,Psychic,,,Overcoat,Magic Guard,Regenerator,8 kG,20,2 SpA,130,Green,5120,Neutral,Amorphous,,100,1059860,Lv. 32,1,False,False,True,False,False,False,False,-1,-1,-1,84,-1,-1,271,-1,55,Solosis,Reuniclus,False
711,579,Reuniclus,110,65,75,125,85,30,490,Psychic,,,Overcoat,Magic Guard,Regenerator,20.1 kG,40,3 SpA,245,Green,5120,Neutral,Amorphous,,50,1059860,Lv. 41,,False,False,True,False,False,False,False,-1,-1,-1,85,-1,-1,272,-1,56,Duosion,,False
712,580,Ducklett,62,44,50,44,50,55,305,Water,Flying,,Keen Eye,Big Pecks,Hydration,5.5 kG,20,1 HP,61,Blue,5120,Neutral,Water1,Flying,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,86,127,-1,-1,-1,-1,,Swanna,False
713,581,Swanna,75,87,63,87,63,98,473,Water,Flying,,Keen Eye,Big Pecks,Hydration,24.2 kG,40,2 Spe,166,White,5120,Neutral,Water1,Flying,45,1000000,Lv. 35,,False,False,True,False,False,False,False,-1,-1,-1,87,128,-1,-1,-1,-1,Ducklett,,False
714,582,Vanillite,36,50,50,65,60,44,305,Ice,,,Ice Body,Snow Cloak,Weak Armor,5.7 kG,20,1 SpA,61,White,5120,Neutral,Mineral,,255,1250000,,1,False,False,True,False,False,False,False,-1,-1,-1,88,-1,255,72,-1,22,,Vanillish,False
715,583,Vanillish,51,65,65,80,75,59,395,Ice,,,Ice Body,Snow Cloak,Weak Armor,41 kG,60,2 SpA,138,White,5120,Neutral,Mineral,,120,1250000,Lv. 35,1,False,False,True,False,False,False,False,-1,-1,-1,89,-1,256,73,-1,23,Vanillite,Vanilluxe,False
716,584,Vanilluxe,71,95,85,110,95,79,535,Ice,,,Ice Body,Snow Warning,Weak Armor,57.5 kG,80,3 SpA,268,White,5120,Neutral,Mineral,,45,1250000,Lv. 47,,False,False,True,False,False,False,False,-1,-1,-1,90,-1,257,74,-1,24,Vanillish,,False
717,585,Deerling,60,60,50,40,50,75,335,Normal,Grass,,Chlorophyll,Sap Sipper,Serene Grace,19.5 kG,40,1 Spe,67,Pink,5120,Neutral,Field,,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,91,-1,-1,-1,-1,-1,,Sawsbuck,False
718,586,Sawsbuck,80,100,70,60,70,95,475,Normal,Grass,,Chlorophyll,Sap Sipper,Serene Grace,92.5 kG,80,2 Atk,166,Brown,5120,Neutral,Field,,75,1000000,Lv. 34,,False,False,True,False,False,False,False,-1,-1,-1,92,-1,-1,-1,-1,-1,Deerling,,False
719,587,Emolga,55,75,60,75,60,103,428,Electric,Flying,,Static,None,Motor Drive,5 kG,20,2 Spe,150,White,5120,Neutral,Field,,200,1000000,,,False,False,True,False,False,False,False,-1,-1,-1,93,-1,274,-1,102,-1,,,False
720,588,Karrablast,50,75,45,40,45,60,315,Bug,,,Swarm,Shed Skin,No Guard,5.9 kG,20,1 Atk,63,Blue,3840,Neutral,Bug,,200,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,94,-1,-1,273,66,95,,Escavalier,False
721,589,Escavalier,70,135,105,60,105,20,495,Bug,Steel,,Swarm,Shell Armor,Overcoat,33 kG,60,2 Atk,173,Gray,3840,Neutral,Bug,,75,1000000,Trade,,False,False,True,False,False,False,False,-1,-1,-1,95,-1,-1,274,67,96,Karrablast,,False
722,590,Foongus,69,55,45,55,55,15,294,Grass,Poison,,Effect Spore,None,Regenerator,1 kG,20,1 HP,59,White,5120,Neutral,Grass,,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,96,-1,-1,-1,77,-1,,Amoonguss,False
723,591,Amoonguss,114,85,70,85,80,30,464,Grass,Poison,,Effect Spore,None,Regenerator,10.5 kG,40,2 HP,162,White,5120,Neutral,Grass,,75,1000000,Lv. 39,,False,False,True,False,False,False,False,-1,-1,-1,97,-1,-1,-1,78,-1,Foongus,,False
724,592,Frillish,55,40,50,65,85,40,335,Water,Ghost,,Water Absorb,Cursed Body,Damp,33 kG,60,1 SpD,67,White,5120,Neutral,Amorphous,,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,98,-1,-1,305,192,-1,,Jellicent,False
725,593,Jellicent,100,60,70,85,105,60,480,Water,Ghost,,Water Absorb,Cursed Body,Damp,135 kG,100,2 SpD,168,White,5120,Neutral,Amorphous,,60,1000000,Lv. 40,,False,False,True,False,False,False,False,-1,-1,-1,99,-1,-1,306,193,-1,Frillish,,False
726,594,Alomomola,165,75,80,40,45,65,470,Water,,,Healer,Hydration,Regenerator,31.6 kG,60,2 HP,165,Pink,10240,Neutral,Water1,Water2,75,800000,,,False,False,True,False,False,False,False,-1,-1,-1,100,-1,157,-1,-1,-1,,,False
727,595,Joltik,50,47,50,57,50,65,319,Bug,Electric,,Compound Eyes,Unnerve,Swarm,0.6 kG,20,1 Spe,64,Yellow,5120,Neutral,Bug,,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,101,-1,-1,64,-1,93,,Galvantula,False
728,596,Galvantula,70,77,60,97,60,108,472,Bug,Electric,,Compound Eyes,Unnerve,Swarm,14.3 kG,40,2 Spe,165,Yellow,5120,Neutral,Bug,,75,1000000,Lv. 36,,False,False,True,False,False,False,False,-1,-1,-1,102,-1,-1,65,-1,94,Joltik,,False
729,597,Ferroseed,44,50,91,24,86,10,305,Grass,Steel,,Iron Barbs,None,,18.8 kG,40,1 Def,61,Gray,5120,Neutral,Grass,Mineral,255,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,103,-1,-1,189,-1,179,,Ferrothorn,False
730,598,Ferrothorn,74,94,131,54,116,20,489,Grass,Steel,,Iron Barbs,None,Anticipation,110 kG,100,2 Def,171,Gray,5120,Neutral,Grass,Mineral,90,1000000,Lv. 40,,False,False,True,False,False,False,False,-1,-1,-1,104,-1,-1,190,-1,180,Ferroseed,,False
731,599,Klink,40,55,70,45,60,30,300,Steel,,,Plus,Minus,Clear Body,21 kG,40,1 Def,60,Gray,5120,None,Mineral,,130,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,105,-1,-1,113,-1,-1,,Klang,False
732,600,Klang,60,80,95,70,85,50,440,Steel,,,Plus,Minus,Clear Body,51 kG,80,2 Def,154,Gray,5120,None,Mineral,,60,1059860,Lv. 38,1,False,False,True,False,False,False,False,-1,-1,-1,106,-1,-1,114,-1,-1,Klink,Klinklang,False
733,601,Klinklang,60,100,115,70,85,90,520,Steel,,,Plus,Minus,Clear Body,81 kG,80,3 Def,260,Gray,5120,None,Mineral,,30,1059860,Lv. 49,,False,False,True,False,False,False,False,-1,-1,-1,107,-1,-1,115,-1,-1,Klang,,False
734,602,Tynamo,35,55,40,45,40,60,275,Electric,,,Levitate,None,,0.3 kG,20,1 Spe,55,White,5120,Neutral,Amorphous,,190,1250000,,1,False,False,True,False,False,False,False,-1,-1,-1,108,-1,-1,-1,-1,-1,,Eelektrik,False
735,603,Eelektrik,65,85,70,75,70,40,405,Electric,,,Levitate,None,,22 kG,40,2 Atk,142,Blue,5120,Neutral,Amorphous,,60,1250000,Lv. 39,1,False,False,True,False,False,False,False,-1,-1,-1,109,-1,-1,-1,-1,-1,Tynamo,Eelektross,False
736,604,Eelektross,85,115,80,105,80,50,515,Electric,,,Levitate,None,,80.5 kG,80,3 Atk,232,Blue,5120,Neutral,Amorphous,,30,1250000,Thunder Stone,,False,False,True,False,False,False,False,-1,-1,-1,110,-1,-1,-1,-1,-1,Eelektrik,,False
737,605,Elgyem,55,55,55,85,55,30,335,Psychic,,,Telepathy,Synchronize,Analytic,9 kG,20,1 SpA,67,Blue,5120,Neutral,Human-like,,255,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,111,-1,-1,277,-1,-1,,Beheeyem,False
738,606,Beheeyem,75,75,75,125,95,40,485,Psychic,,,Telepathy,Synchronize,Analytic,34.5 kG,60,2 SpA,170,Brown,5120,Neutral,Human-like,,90,1000000,Lv. 42,,False,False,True,False,False,False,False,-1,-1,-1,112,-1,-1,278,-1,-1,Elgyem,,False
739,607,Litwick,50,30,55,65,55,20,275,Ghost,Fire,,Flash Fire,Flame Body,Infiltrator,3.1 kG,20,1 SpA,55,White,5120,Neutral,Amorphous,,190,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,113,-1,-1,287,-1,48,,Lampent,False
740,608,Lampent,60,40,60,95,60,55,370,Ghost,Fire,,Flash Fire,Flame Body,Infiltrator,13 kG,40,2 SpA,130,Black,5120,Neutral,Amorphous,,90,1059860,Lv. 41,1,False,False,True,False,False,False,False,-1,-1,-1,114,-1,-1,288,-1,49,Litwick,Chandelure,False
741,609,Chandelure,60,55,90,145,90,80,520,Ghost,Fire,,Flash Fire,Flame Body,Infiltrator,34.3 kG,60,3 SpA,260,Black,5120,Neutral,Amorphous,,45,1059860,Dusk Stone,,False,False,True,False,False,False,False,-1,-1,-1,115,-1,-1,289,-1,50,Lampent,,False
742,610,Axew,46,87,60,30,40,57,320,Dragon,,,Rivalry,Mold Breaker,Unnerve,18 kG,40,1 Atk,64,Green,10240,Neutral,Monster,Dragon,75,1250000,,1,False,False,True,False,False,False,False,-1,-1,-1,116,148,-1,324,-1,-1,,Fraxure,False
743,611,Fraxure,66,117,70,40,50,67,410,Dragon,,,Rivalry,Mold Breaker,Unnerve,36 kG,60,2 Atk,144,Green,10240,Neutral,Monster,Dragon,60,1250000,Lv. 38,1,False,False,True,False,False,False,False,-1,-1,-1,117,149,-1,325,-1,-1,Axew,Haxorus,False
744,612,Haxorus,76,147,90,60,70,97,540,Dragon,,,Rivalry,Mold Breaker,Unnerve,105.5 kG,100,3 Atk,270,Yellow,10240,Neutral,Monster,Dragon,45,1250000,Lv. 48,,False,False,True,False,False,False,False,-1,-1,-1,118,150,-1,326,-1,-1,Fraxure,,False
